21547,41074,han2
25321,41050,ze2/zhai2
31168,40928,xiu4
27602,40819,du2
31687,40813,pian1
20860,40662,jian1
23130,40481,hun1
21568,40394,ya/ya1
22969,40270,mei4
20262,40216,lun2
35775,40197,fang3
39592,40183,gu3
38517,40124,ling2
24324,39884,long4/nong4
35802,39880,cheng2
28846,39774,pao4
30424,39768,pan2
26053,39735,lu:3/lv3
24215,39685,dian4
38144,39671,xiao1
30142,39634,ji2
20420,39476,e2
26411,39447,mo4
36132,39426,xian2
23389,39299,xiao4
21741,39147,ku1
24202,39073,chuang2
21519,38993,li4
20581,38990,jian4
26417,38979,zhu1
25103,38890,xi4
31080,38876,piao4
26187,38763,jin4
38889,38744,han2
23682,38576,qi3
36857,38438,ji1/ji4
20239,38382,fu2
24536,38361,wang4
21095,38306,ju4
22868,38193,ben1/ben4
39030,38166,ding3
27833,38145,you2
36339,38127,tiao4
24323,38117,qi4
30555,38078,jing1
36763,38007,xin1
24444,37985,bi3
21402,37844,hou4
32451,37754,lian4
26292,37733,bao4
35757,37702,xun4
19997,37654,si1
32440,37499,zhi3
29664,37449,zhu1
23588,37399,you2
19976,37391,zhang4
26463,37366,shu4
21807,37247,wei2/wei3
22068,37187,zui3
28207,37186,gang3
21560,37125,xi1
23380,37084,kong3
24369,37051,ruo4
25240,37019,she2/zhe2
28783,36991,deng1
38663,36914,zhen4
26367,36871,ti4
35834,36858,nuo4
32763,36648,fan1
22622,36585,sai1/sai4/se4
26757,36563,mei2
33310,36478,wu3
20025,36374,dan1
36190,36321,zan4
36973,36304,zao1
24311,36182,ting2
29087,35907,shu2
38597,35846,ya3
30103,35647,liao2
23110,35430,po2
24217,35358,miao4
21378,35248,chang3
24211,35243,ku4
34989,35215,xi2
21460,35119,shu1
23581,35091,chang2
20964,34976,feng4
20405,34895,qin1
36175,34871,shang3
25242,34749,fu3
24525,34684,ren3
37266,34597,xing3
40664,34563,mo4
25317,34555,yong1
36843,34531,po4
32511,34528,lu:4/lv4
39029,34444,ye4
22885,34415,ao4
21191,34410,yong3
34903,34372,jie1
26124,34303,chang1
32536,34198,yuan2
32047,34172,lei2/lei3/lei4
29572,34010,xuan2
36718,34007,lun2
25265,33986,bao4
31383,33984,chuang1
25235,33850,zhua1
24223,33763,fei4
20912,33711,bing1
25391,33705,zhen4
31461,33622,tong2
20016,33612,feng1
29609,33584,wan2/wan4
23485,33548,kuan1
33832,33544,sa4
22842,33442,duo2
26460,33395,du4
28937,33321,yan1
28508,33283,qian2
36259,33257,qu4
25269,33231,di3
38534,33112,long1/long2
31526,33053,fu2
20044,33034,wu1
24441,32989,yi4
20465,32953,ju1/ju4
20249,32876,huo3
28856,32749,zha2/zha4
22612,32681,ta3
32602,32636,fa2
33590,32610,cha2
22374,32573,tan3
24425,32555,cai3
26361,32530,cao2
27888,32483,tai4
21497,32454,tan4
30784,32453,chu3
36884,32431,tu2
22902,32403,nai3
23506,32401,han2
27531,32391,can2
23551,32386,shou4
24739,32362,huan4
22900,32243,nu2
26195,32210,xiao3
24680,32192,hen4
24754,32183,bei1
29467,32176,meng3
22278,32152,yuan2
32531,32122,huan3
20908,32058,dong1
20007,32011,sang1/sang4
